User-ID;PRODUCT-ID;PURCHASE
﻿1002015589;235406;1
1002015589;233481;1
1002015589;154078;1
1002015589;110033;3
1002015589;106782;1
1002015589;104048;1
1002015589;106779;1
1002015589;104050;1
1002015589;240995;1
1002015589;106175;1
1002015589;154376;1
1002015589;106781;1
1002015589;235305;1
1002015589;106783;1
1002015589;240201;1
1002015589;154215;1
1002015589;110005;1
1002015589;240206;1
1002015589;110412;3
1002015589;110413;1
1002064267;110215;1
1002064267;110034;1
1002064267;154312;1
1002064267;240206;1
1002064267;235308;1
1002064267;240995;1
1002064267;154789;1
1002256505;104182;1
1002256505;106747;1
1002256505;109001;1
1002256505;106744;1
1002256505;109002;1
1002256505;240215;1
"1002256505;""109983 "";1"
1002256505;108223;1
1002256505;206262;1
1002362390;238523;1
1002362390;106071;1
1002362390;110019;1
1002362390;110969;1
1002362390;110034;1
1002362390;110066;1
1002362390;110074;1
1002807191;110033;1
1002807191;106574;1
1002807191;101572;1
1002807191;110018;1
1002807191;104182;1
1002807191;104077;1
1002807191;104032;1
1002807191;104076;1
1002807191;109001;1
1002807191;235308;1
1002807191;104378;1
1002807191;108053;1
1002807191;109002;1
1002807191;238384;1
1002807191;106569;1
1002807191;108298;1
1002807191;110367;1
1002807191;108353;1
1002807191;110369;1
1002807191;238392;1
1003304753;104077;1
1003304753;315311;1
1003304753;154341;1
1003304753;104378;1
1003304753;154319;1
1003304753;154314;1
1003304753;154327;1
1003304753;154321;1
1003304753;235234;1
1003304753;154841;1
1003304753;154343;1
1003304753;235406;1
1004823309;110019;2
1004823309;106742;1
1004823309;110412;2
1004823309;106653;1
"1004823309;""109983 "";1"
1004823309;110760;2
1004823309;106284;1
1004823309;106451;1
1004823309;110034;2
1004823309;154234;1
1004823309;154078;1
1004823309;106744;2
1004823309;154060;1
1004823309;238633;2
1004823309;106747;2
1004823309;106779;1
1004823309;206009;1
1004823309;238660;1
1004823309;235711;1
1004823309;106787;1
1004823309;106783;1
1004823309;109001;2
1004823309;110413;1
1004823309;109002;2
1004823309;238528;1
1004823309;110215;2
1004823309;154283;1
1004823309;235714;1
1004823625;106781;1
1004823625;106737;1
1004823625;106779;1
1004823625;106782;1
1004823625;106730;1
1004823625;106783;1
1004825248;106779;1
1004825248;106730;2
1004825248;104256;2
1004825248;108158;1
1004825248;135033;1
1004825248;106781;1
1004825248;106020;1
1004825248;104034;1
1004825248;106782;1
1004825248;235404;1
1004825248;106783;1
1004860522;104077;1
1004860522;106606;1
1004860522;107062;1
1004860522;204570;1
1004860522;107071;1
1004860522;106649;1
1004860522;143510;1
1004897419;104225;1
1004897419;151010;1
1004897419;151021;1
1004897419;151033;1
1004897419;107033;1
1004897419;104226;1
1004897419;151111;1
1004897419;107201;1
1004897419;151303;1
1004897419;233481;1
1004897419;151304;1
1004897419;107202;1
1004897419;151014;1
1004897630;151320;1
1004897630;154291;1
1004897630;151173;1
1004897630;110033;1
1004897630;151250;1
1004897630;151550;1
1004897630;154248;1
1004897630;151102;1
1004897630;154239;1
1004897630;234242;1
1004922414;110033;1
1004922414;110018;1
1004922414;235305;1
1004922414;206262;1
1004967198;106400;1
1004967198;106399;1
1004967198;108223;1
1004991924;110066;2
1004991924;235309;1
1004991924;235305;3
1004991924;106653;2
1004991924;110019;1
1004991924;108223;2
1004991924;110034;1
1004991924;110074;2
1004991924;110215;1
1004991924;110969;1
1004999460;106399;1
1004999460;106730;1
1004999460;104023;1
1004999460;108223;2
1005011348;104033;1
1005011348;235609;1
1005011348;135032;1
1005011348;106020;1
1005011348;206021;1
1005011348;106653;1
1005011348;135033;1
1005011348;233481;1
1005011348;104034;1
1005011348;240401;1
1005011348;240988;1
1005011348;240402;1
1005011348;154243;1
1005011348;240411;1
1005036540;104108;2
1005036540;104136;2
1005036540;104217;1
1005036540;240032;2
1005036540;110019;2
1005036540;240054;2
1005036540;106399;1
1005036540;106400;1
1005038796;104048;1
1005038796;106600;1
1005038796;106040;1
1005038796;238038;1
1005038796;238037;1
1005038796;104050;1
1005038796;106575;1
1005038796;238535;1
1005038796;204111;1
1005038796;106030;1
1005038796;106580;1
1005038796;204724;1
1005038796;235406;1
1005044728;240995;1
1005044728;104108;1
1005044728;106730;1
1005044728;106737;1
1005044728;104077;1
1005044728;240988;1
1005044728;106782;1
1005044728;108223;1
1005044728;154304;1
1005044728;106384;1
1005044728;154488;1
1005044728;154078;1
1005044728;240201;1
1005044728;238497;1
1005044728;240402;1
1005044728;240401;1
1005059966;104164;1
1005059966;206021;1
1005059966;106730;1
1005059966;235404;1
1005059966;135033;1
1005062168;172305;1
1005062168;315311;1
1005062168;104077;1
1005062168;107401;1
1005062168;172306;1
1005062168;104073;1
1005062168;104084;1
1005062168;109030;1
1005062168;235234;1
1005083969;109003;1
1005083969;110005;1
1005083969;110412;1
1005083969;110033;1
