1002015589;110217;1
1002015589;108101;1
1002015589;108103;1
1002015589;104050;1
1002015589;106782;1
1002015589;108228;1
1002015589;110039;1
1002015589;106583;1
1002015589;107202;2
1002015589;154412;1
1002256505;106742;1
1002256505;104134;1
1002256505;109998;1
1002256505;104263;1
1002256505;110045;1
1002256505;106779;1
1002256505;106783;1
1002256505;104182;1
1002256505;110048;1
1002256505;106653;2
1002256505;110046;2
1002256505;106071;4
1002256505;154413;2
1002256505;109001;1
1002256505;110877;1
1002256505;240401;1
1002256505;240411;1
1002256505;109002;1
1002256505;110215;1
1002256505;154078;2
1002256505;240997;1
1002256505;109036;2
1002256505;240402;1
1002256505;110040;1
1002256505;135008;1
1002256505;135957;1
1002256505;240222;1
1002362390;235313;1
1002362390;110066;1
1002362390;110074;1
1002362390;110040;1
1002362390;235711;1
1002362390;110046;1
1002362390;110968;1
1002807191;204317;1
1002807191;104073;1
1002807191;101563;1
1002807191;135033;1
1002807191;108298;1
1002807191;101572;1
1002807191;106632;1
1002807191;106580;1
1002807191;234169;1
1002807191;204570;1
1002807191;235307;1
1002807191;238081;1
1002807191;238038;1
1002807191;108228;2
1002807191;204058;1
1002807191;234140;1
1002807191;235712;1
1002807191;238273;1
1002807191;235308;1
1002807191;238156;1
1002807191;238546;1
1002807191;109002;1
1002807191;238272;1
1002807191;235302;1
1002807191;238037;1
1002807191;238392;1
1002807191;238384;1
1002807191;110367;1
1002807191;240220;1
1002807191;110369;1
1002807191;152181;1
1002807191;238265;1
1003203976;106653;1
1003203976;154215;1
1003203976;154284;1
1003233000;135007;1
1003233000;106071;1
1003233000;106653;1
1003233000;"109983 ";1
1003233000;109003;1
1003233000;110046;2
1003233000;110040;3
1003233000;135008;1
1003233000;109001;1
1003233000;135032;1
1003233000;109002;1
1003233000;154969;1
1003233000;110215;2
1003233000;135033;2
1003233000;154061;1
1003233000;154078;1
1003233000;154297;1
1003233000;154822;2
1003233000;154494;1
1003233000;235711;1
1003258295;109036;2
1003258295;106583;2
1003258295;107062;2
1003258295;110260;2
1003258295;206262;1
1003258295;301202;1
1003258295;206001;2
1003258295;240221;2
1004211518;238272;1
1004211518;238273;1
1004795408;235251;1
1004795408;240057;1
1004795408;104099;1
1004795408;104073;1
1004795408;108228;1
1004817979;238037;1
1004817979;238156;1
1004817979;238038;1
1004817979;238265;1
1004817979;238272;1
1004817979;106025;1
1004817979;238406;1
1004817979;238273;1
1004817979;238534;1
1004819625;108101;1
1004819625;104033;1
1004819625;110046;1
1004819625;104032;1
1004819625;110040;1
1004819625;104136;1
1004819625;104108;1
1004819625;106398;1
1004819625;110246;1
1004819625;104034;1
1004819625;110244;1
1004819625;110045;1
1004819625;110960;1
1004819625;106399;1
1004819625;104134;1
1004819625;108228;1
1004819625;154292;1
1004819625;138023;1
1004819625;172465;1
1004819625;110940;1
1004819625;235313;1
1004819625;108241;1
1004819625;238272;1
1004819625;154078;1
1004819625;154822;1
1004823309;110046;1
1004823309;106653;2
1004823309;235711;2
1004823309;154082;1
1004823309;110217;1
1004823309;109002;1
1004823309;238528;1
1004823309;106071;1
1004823309;110040;1
1004823309;301040;1
1004823309;110215;1
1004823309;109958;1
1004823309;238526;1
1004823309;301663;1
1004823625;106740;1
1004823625;235309;1
1004823625;235695;1
1004860522;101152;1
1004860522;106297;1
1004860522;101119;1
1004860522;104050;1
1004860522;104077;1
1004860522;104093;1
1004860522;101094;1
1004860522;104287;1
1004860522;101452;1
1004860522;110369;1
1004860522;104098;1
1004860522;104096;1
1004860522;104079;1
1004860522;108101;1
1004860522;104182;1
1004860522;110245;1
1004860522;104048;1
1004860522;204354;1
1004860522;104177;1
1004860522;107202;1
1004860522;104084;1
1004860522;112053;1
1004860522;108228;1
1004860522;151250;1
1004860522;104184;1
1004860522;151110;1
1004860522;104263;1
1004860522;110275;1
1004860522;104091;1
1004860522;153909;1
1004860522;110244;1
1004860522;204165;1
1004860522;106121;1
1004860522;235237;1
1004860522;106304;1
1004860522;104099;1
1004860522;151019;1
1004860522;106337;1
1004860522;107033;1
1004860522;107062;1
1004860522;151173;1
1004860522;110178;1
1004860522;154291;1
1004860522;107071;1
1004860522;153456;1
1004860522;110217;1
1004860522;240079;1
1004860522;110372;1
1004860522;154376;1
1004860522;110278;1
1004860522;233018;1
1004860522;153455;1
1004860522;151320;1
1004860522;153490;1
1004860522;153047;1
1004860522;154082;1
1004860522;240306;1
1004860522;235281;1
1004860522;235446;1
1004877904;104133;1
1004877904;106445;1
1004877904;240220;1
1004877904;106399;1
1004877904;106020;1
1004877904;235125;1
1004877904;110046;1
1004877904;104023;1
1004877904;110215;1
1004877904;110045;1
