User-ID;ISBN;Book-Rating
3917;9;1
3949;9;1
4236;9;1
4300;9;1
4343;9;1
4344;9;1
4346;9;1
4379;9;1
4399;9;1
4877;9;2
5240;9;1
5399;9;1
5594;9;1
5648;9;1
5806;9;1
5946;9;1
6325;9;1
6427;9;1
6728;9;1
6851;9;2
6940;9;1
7047;9;6
7048;9;5
7058;9;3
7060;9;1
7546;9;1
7559;9;1
37;10;2
228;10;1
965;10;1
1674;10;1
1700;10;2
1766;10;1
1902;10;1
1960;10;3
2093;10;1
2452;10;2
2569;10;1
2766;10;1
3051;10;4
3378;10;3
3594;10;1
3767;10;1
4877;10;1
5240;10;1
5594;10;1
5870;10;1
7047;10;5
7048;10;4
7061;10;1
7310;10;1
965;11;1
1674;11;1
1700;11;1
1960;11;2
2091;11;1
2306;11;1
2452;11;4
2569;11;1
4343;11;1
4877;11;1
5048;11;2
5223;11;1
5594;11;2
6963;11;2
7061;11;2
143;12;1
252;12;12
544;12;1
547;12;1
802;12;1
1417;12;1
1598;12;1
1700;12;3
2091;12;1
2332;12;1
2553;12;2
2654;12;1
2662;12;1
2700;12;1
2927;12;1
3433;12;1
3698;12;2
4082;12;1
4180;12;2
4214;12;1
4228;12;1
4344;12;1
4477;12;1
4489;12;1
4738;12;1
4783;12;1
4814;12;1
4898;12;1
5160;12;1
5341;12;1
5354;12;1
5582;12;1
5743;12;1
5999;12;1
6634;12;1
6639;12;1
6713;12;1
7004;12;1
7047;12;1
7048;12;5
7065;12;1
7069;12;1
7083;12;1
7390;12;1
7559;12;1
7766;12;1
34;13;1
37;13;1
89;13;1
228;13;1
252;13;5
285;13;1
381;13;1
384;13;1
389;13;1
395;13;2
404;13;2
485;13;1
486;13;1
525;13;1
542;13;3
543;13;3
547;13;1
548;13;1
553;13;1
592;13;1
617;13;1
619;13;1
622;13;2
653;13;2
667;13;2
674;13;1
696;13;2
753;13;2
769;13;1
783;13;1
786;13;1
824;13;1
871;13;1
898;13;1
931;13;1
965;13;1
987;13;1
991;13;1
1091;13;5
1116;13;1
1207;13;1
1255;13;1
1294;13;1
1310;13;1
1324;13;1
1359;13;1
1389;13;1
1439;13;2
1440;13;1
1449;13;1
1467;13;2
1474;13;1
1516;13;1
1537;13;1
1550;13;1
1633;13;2
1639;13;1
1641;13;1
1672;13;2
1673;13;1
1674;13;4
1700;13;4
1888;13;1
1894;13;1
1902;13;1
1940;13;1
1960;13;4
1973;13;1
1993;13;3
2014;13;2
2082;13;2
2091;13;1
2092;13;1
2093;13;1
2190;13;1
2293;13;1
2327;13;1
2332;13;1
2444;13;1
2452;13;2
2453;13;2
2489;13;1
2498;13;1
2509;13;1
2528;13;2
2822;13;2
2865;13;1
2891;13;1
2970;13;1
3051;13;4
3070;13;1
3081;13;1
3100;13;1
3102;13;1
3176;13;1
3207;13;2
3210;13;1
3239;13;1
3253;13;1
3333;13;1
3339;13;1
3340;13;1
3378;13;2
3380;13;1
3433;13;1
3494;13;1
3540;13;1
3594;13;1
3606;13;1
3717;13;1
3748;13;1
3767;13;2
3783;13;1
3862;13;1
3867;13;1
3873;13;2
3884;13;3
3944;13;1
4135;13;3
4228;13;2
4231;13;1
4236;13;2
4300;13;1
4307;13;2
4344;13;1
4346;13;1
4347;13;1
4468;13;1
4533;13;1
4578;13;1
4658;13;1
4741;13;1
4783;13;1
4788;13;1
4832;13;1
4857;13;1
4877;13;1
4890;13;1
5038;13;1
5048;13;1
5228;13;2
5229;13;1
5240;13;2
5288;13;1
5308;13;2
5316;13;1
5341;13;1
5354;13;1
5416;13;1
5419;13;1
5468;13;1
5489;13;2
5517;13;1
5526;13;1
5582;13;1
5587;13;1
5594;13;1
5601;13;1
5699;13;1
5729;13;1
5753;13;1
5776;13;1
5823;13;1
5859;13;1
5970;13;1
5979;13;1
6031;13;1
6059;13;1
6150;13;1
6202;13;1
6321;13;1
6325;13;1
6391;13;1
6399;13;1
6427;13;1
6429;13;1
6430;13;1
6453;13;1
6482;13;1
6551;13;1
6621;13;1
6634;13;3
6661;13;1
6671;13;1
6728;13;1
6761;13;1
6841;13;1
6844;13;1
6851;13;4
6912;13;1
6914;13;1
6940;13;1
7046;13;1
7047;13;7
7048;13;5
7051;13;1
7058;13;4
7061;13;1
7068;13;1
7069;13;3
7079;13;1
7144;13;1
7207;13;1
7306;13;1
7343;13;1
7420;13;1
7428;13;1
7559;13;1
7634;13;1
7657;13;1
7685;13;1
7759;13;1
109;14;1
142;14;1
228;14;1
231;14;1
417;14;1
459;14;1
485;14;1
486;14;2
543;14;2
592;14;1
617;14;1
667;14;2
753;14;1
783;14;1
965;14;1
991;14;1
1091;14;2
1116;14;1
1255;14;1
1294;14;1
1633;14;2
1639;14;1
1673;14;1
1674;14;3
1700;14;2
1766;14;1
1823;14;1
1840;14;2
1894;14;1
1902;14;1
1960;14;9
2014;14;1
2091;14;1
2271;14;1
2452;14;1
2453;14;3
2489;14;1
2509;14;1
2700;14;1
2970;14;1
3051;14;4
3176;14;1
3210;14;1
3339;14;1
3340;14;1
3378;14;3
3380;14;1
3433;14;1
3594;14;1
3690;14;1
3767;14;2
3783;14;1
3867;14;1
3884;14;2
3917;14;1
3944;14;1
4135;14;3
4180;14;1
4228;14;1
4236;14;1
4300;14;1
4343;14;1
4346;14;1
4379;14;1
4399;14;1
4857;14;1
4877;14;1
5048;14;1
5228;14;2
5240;14;1
5308;14;1
5341;14;2
5399;14;1
5419;14;1
5501;14;1
5517;14;1
5526;14;1
5594;14;1
5753;14;1
5859;14;1
5946;14;1
5967;14;1
6059;14;1
6321;14;1
6325;14;1
6391;14;1
6427;14;1
6429;14;1
6482;14;1
6551;14;1
6713;14;1
6851;14;4
6912;14;1
6938;14;1
6963;14;1
7046;14;1
7047;14;10
7048;14;4
7051;14;2
7058;14;3
7061;14;4
7068;14;1
7079;14;1
7145;14;1
7159;14;1
7310;14;1
7634;14;1
667;15;1
965;15;1
1674;15;1
1766;15;1
1960;15;2
2091;15;1
2093;15;1
2452;15;1
2766;15;1
3051;15;3
3210;15;1
3594;15;1
4769;15;1
4877;15;1
5228;15;2
5240;15;1
5594;15;1
5870;15;1
7047;15;5
7048;15;2
7079;15;1
7051;16;2
5594;17;1
5594;18;1
89;19;1
142;19;1
172;19;1
213;19;1
228;19;1
252;19;6
260;19;1
340;19;1
384;19;1
395;19;1
490;19;1
542;19;3
543;19;2
544;19;1
623;19;1
667;19;1
671;19;1
674;19;3
696;19;1
786;19;1
821;19;2
931;19;2
965;19;1
987;19;1
1010;19;2
1091;19;4
1114;19;1
1134;19;1
1207;19;1
1294;19;1
1310;19;1
1324;19;1
1335;19;1
1474;19;1
1580;19;1
1605;19;1
1633;19;1
1639;19;1
1674;19;2
1700;19;2
1714;19;1
1722;19;1
1744;19;1
1766;19;1
1806;19;1
1960;19;4
1982;19;1
1993;19;3
2007;19;1
2014;19;1
2082;19;1
2091;19;1
2141;19;1
2306;19;1
2333;19;1
2390;19;1
2402;19;1
2452;19;1
2453;19;3
2515;19;1
2662;19;1
2670;19;1
2724;19;1
2822;19;2
2823;19;1
2854;19;1
2902;19;1
3005;19;1
3051;19;4
3069;19;1
3070;19;1
3102;19;1
3176;19;1
3353;19;1
3378;19;3
3540;19;1
3717;19;1
3751;19;1
3767;19;1
3783;19;1
3862;19;1
3867;19;1
4059;19;1
4163;19;1
4236;19;2
4307;19;3
4344;19;1
4347;19;1
4390;19;1
4420;19;1
4444;19;1
4533;19;1
4557;19;1
4577;19;1
4578;19;1
4595;19;2
4658;19;1
4684;19;1
4741;19;2
4788;19;1
4906;19;2
5048;19;1
5191;19;1
5288;19;1
5316;19;1
5375;19;1
5422;19;1
5489;19;3
5501;19;1
5601;19;1
5655;19;1
5776;19;1
5823;19;1
6057;19;2
6071;19;1
6140;19;1
6150;19;1
6191;19;1
6266;19;2
6267;19;1
6321;19;1
6379;19;1
6391;19;1
6399;19;1
6400;19;1
6429;19;1
6482;19;1
6547;19;1
6570;19;1
6621;19;1
6636;19;1
6761;19;1
6770;19;1
6798;19;1
6844;19;1
6851;19;3
6914;19;1
6933;19;1
6938;19;1
7047;19;7
7048;19;4
7058;19;2
7069;19;2
7079;19;1
7132;19;1
7306;19;1
7420;19;1
7546;19;1
7548;19;1
7559;19;1
7657;19;4
7664;19;1
7667;19;1
7759;19;1
209;20;1
232;20;1
539;20;1
543;20;1
798;20;1
1054;20;1
1110;20;1
1535;20;1
1579;20;1
1700;20;9
1959;20;1
2082;20;2
2089;20;1
2092;20;1
3045;20;1
3051;20;2
3176;20;1
3359;20;1
3361;20;1
3674;20;1
3698;20;2
3819;20;1
4064;20;1
4135;20;1
4228;20;1
4245;20;1
4379;20;1
4535;20;1
4584;20;1
4929;20;1
5212;20;1
5341;20;1
5446;20;1
5685;20;1
5917;20;1
6524;20;1
6739;20;1
6890;20;1
7047;20;6
7048;20;5
7051;20;1
7054;20;2
7058;20;1
7061;20;3
7290;20;1
7325;20;2
7766;20;1
922;21;1
1579;21;1
1700;21;5
2082;21;1
2089;21;1
2092;21;1
2444;21;2
2804;21;1
2845;21;1
3124;21;1
3380;21;1
3698;21;1
4064;21;1
4399;21;1
5446;21;1
5663;21;1
5685;21;1
6637;21;1
6713;21;1
7047;21;2
7048;21;3
7051;21;1
7061;21;1
7263;21;1
7766;21;1
5;22;1
11;22;1
209;22;1
231;22;1
232;22;1
486;22;2
539;22;1
543;22;2
558;22;1
1054;22;1
1110;22;2
1294;22;1
1507;22;1
1535;22;1
1579;22;1
1637;22;1
1639;22;1
1699;22;1
1700;22;7
2082;22;1
2089;22;1
2092;22;1
2221;22;1
2436;22;1
2569;22;1
2700;22;1
3051;22;2
3176;22;1
3361;22;1
3380;22;1
3698;22;1
4064;22;1
4135;22;4
4228;22;1
4245;22;1
4379;22;1
4410;22;1
4929;22;1
5212;22;1
5253;22;1
5446;22;1
5896;22;1
6307;22;1
6391;22;1
6700;22;1
6713;22;1
6739;22;1
7047;22;4
7048;22;4
7051;22;1
7061;22;1
544;23;1
922;23;1
1038;23;1
1579;23;1
1700;23;4
2082;23;2
2089;23;1
2092;23;1
2436;23;1
2845;23;1
3051;23;1
3380;23;1
3593;23;1
4064;23;1
4228;23;1
4344;23;1
4399;23;1
5446;23;1
5663;23;1
5685;23;1
6713;23;1
6832;23;1
7047;23;3
7048;23;4
7051;23;1
7052;23;1
7061;23;3
7159;23;1
7263;23;1
34;24;1
77;24;1
195;24;1
231;24;1
399;24;1
433;24;1
617;24;1
783;24;1
1255;24;1
1305;24;1
1439;24;2
1674;24;3
2082;24;1
2091;24;1
2123;24;1
2452;24;2
2453;24;2
2528;24;1
2922;24;1
3207;24;1
3674;24;1
3690;24;1
4228;24;1
4346;24;1
4379;24;1
4785;24;1
4844;24;1
4877;24;1
5354;24;1
5594;24;1
5729;24;1
5753;24;1
6075;24;1
6150;24;1
6321;24;1
6410;24;1
6427;24;1
6429;24;1
6551;24;1
7047;24;2
7058;24;1
7068;24;1
7132;24;1
7159;24;1
543;25;3
783;25;1
1674;25;3
1766;25;1
1948;25;1
2005;25;1
2091;25;1
2452;25;2
2453;25;1
2922;25;1
3051;25;2
3378;25;3
3767;25;1
4228;25;1
4343;25;1
4346;25;1
5228;25;1
5354;25;1
5446;25;1
5582;25;1
5590;25;1
5729;25;1
6427;25;1
7047;25;2
7054;25;1
7325;25;1
3345;26;1
162;27;2
1294;27;1
1700;27;3
1766;27;2
2089;27;1
2436;27;1
3378;27;2
7047;27;1
1700;28;2
3378;28;3
3697;28;1
3767;28;1
6637;28;1
7058;28;3
7079;28;1
5;29;1
68;29;2
82;29;1
89;29;1
142;29;1
143;29;1
145;29;1
174;29;1
208;29;1
213;29;1
231;29;1
248;29;1
252;29;7
285;29;1
378;29;1
384;29;1
387;29;1
395;29;1
399;29;1
417;29;1
459;29;1
471;29;1
543;29;6
547;29;1
548;29;1
553;29;1
592;29;1
617;29;1
619;29;1
644;29;1
671;29;2
674;29;4
696;29;1
753;29;2
763;29;1
769;29;1
783;29;2
871;29;2
898;29;1
965;29;1
987;29;1
991;29;1
1010;29;1
1091;29;3
1101;29;1
1116;29;1
1130;29;1
1199;29;1
1207;29;1
1265;29;1
1294;29;1
1305;29;1
1310;29;1
1324;29;1
1368;29;1
1374;29;1
1422;29;1
1439;29;3
1449;29;1
1520;29;1
1523;29;1
1537;29;1
1550;29;2
1579;29;1
1641;29;2
1669;29;1
1671;29;1
1673;29;2
1674;29;4
1697;29;1
1714;29;1
1820;29;2
1826;29;1
1960;29;5
1973;29;1
2014;29;1
2052;29;1
2082;29;2
2092;29;1
2093;29;1
2130;29;1
2221;29;1
2271;29;1
2286;29;1
2306;29;1
2333;29;1
2387;29;1
2414;29;1
2417;29;1
2436;29;1
2452;29;2
2453;29;7
2515;29;1
2680;29;1
2822;29;1
2865;29;1
2902;29;1
2918;29;1
2931;29;1
3051;29;5
3069;29;1
3081;29;1
3102;29;2
3124;29;2
3164;29;2
3171;29;3
3176;29;1
3207;29;1
3210;29;1
3239;29;1
3253;29;1
3333;29;1
3339;29;1
3375;29;1
3378;29;1
3433;29;1
3442;29;1
3494;29;1
3540;29;1
3664;29;1
3689;29;1
3697;29;1
3698;29;1
3862;29;1
3873;29;1
3884;29;3
4040;29;1
4083;29;1
4125;29;1
4135;29;1
4151;29;1
4180;29;1
4198;29;1
4300;29;1
4343;29;1
4344;29;1
4346;29;1
4347;29;1
4379;29;1
4390;29;1
4420;29;1
4436;29;1
4533;29;1
4658;29;3
4702;29;1
4722;29;1
4729;29;1
4741;29;2
4769;29;1
4783;29;1
4844;29;1
4877;29;1
4890;29;1
4900;29;2
4906;29;1
4942;29;1
5119;29;1
5223;29;1
5240;29;1
5308;29;1
5316;29;1
5329;29;1
5341;29;2
5354;29;1
5378;29;1
5399;29;2
5416;29;1
5419;29;1
5427;29;1
5454;29;1
5460;29;2
5462;29;1
5466;29;1
5489;29;1
5570;29;1
5582;29;1
5587;29;2
5600;29;1
5612;29;1
5622;29;1
5648;29;1
5649;29;1
5655;29;1
5729;29;1
5796;29;2
5823;29;1
5859;29;1
5890;29;1
5946;29;1
5960;29;2
5961;29;2
5991;29;1
6023;29;1
6026;29;1
6075;29;1
6141;29;1
6191;29;1
6302;29;1
6321;29;1
6346;29;1
6349;29;1
6379;29;2
6398;29;1
6410;29;1
6423;29;1
6427;29;1
6429;29;1
6492;29;1
6526;29;1
6551;29;1
6634;29;1
6713;29;1
6728;29;1
6758;29;2
6767;29;1
6798;29;1
6841;29;1
6844;29;1
6851;29;4
6911;29;1
6940;29;1
7046;29;1
7047;29;5
7048;29;5
7051;29;1
7054;29;1
7056;29;1
7058;29;3
7061;29;3
7065;29;1
7068;29;1
7069;29;7
7079;29;1
7132;29;1
7145;29;2
7262;29;1
7263;29;1
7306;29;1
7325;29;1
7409;29;1
7414;29;1
7546;29;1
7548;29;1
7565;29;1
7634;29;1
7664;29;1
7689;29;1
7694;29;1
7766;29;1
143;30;1
252;30;6
384;30;1
399;30;1
543;30;2
763;30;1
769;30;1
783;30;1
991;30;1
1101;30;1
1672;30;1
1674;30;2
1700;30;3
1960;30;5
1973;30;1
2005;30;1
2093;30;1
2221;30;1
2306;30;1
2387;30;1
2453;30;3
2513;30;1
3051;30;3
3102;30;1
3210;30;1
3433;30;1
3783;30;2
4198;30;1
4238;30;2
4300;30;1
4343;30;1
4346;30;1
4347;30;1
4877;30;2
5240;30;1
5329;30;1
5354;30;1
5399;30;2
5446;30;1
5466;30;1
5582;30;1
5961;30;1
6349;30;2
6398;30;1
7046;30;1
7058;30;4
7065;30;1
7069;30;2
7132;30;1
7306;30;1
7689;30;1
7766;30;1
5341;31;2
1669;32;2
6349;32;2
6963;32;3
31;33;1
34;33;1
68;33;2
82;33;1
89;33;1
142;33;1
158;33;1
162;33;1
164;33;1
213;33;1
248;33;1
252;33;10
317;33;1
395;33;1
460;33;1
485;33;2
486;33;1
543;33;4
547;33;1
553;33;1
592;33;2
619;33;2
644;33;1
653;33;1
674;33;1
680;33;1
695;33;1
696;33;2
725;33;1
753;33;2
769;33;1
783;33;2
898;33;1
931;33;1
933;33;1
987;33;1
991;33;1
1052;33;1
1091;33;4
1094;33;2
1130;33;1
1164;33;1
1199;33;1
1203;33;1
1207;33;2
1249;33;1
1255;33;1
1265;33;1
1294;33;1
1310;33;1
1335;33;1
1359;33;1
1378;33;1
1422;33;1
1439;33;1
1440;33;1
1449;33;1
1516;33;1
1533;33;1
1550;33;2
1579;33;1
1668;33;1
1671;33;1
1672;33;3
1673;33;1
1674;33;3
1700;33;9
1714;33;1
1722;33;1
1744;33;1
1766;33;1
1826;33;1
1835;33;1
1872;33;1
1894;33;1
1910;33;1
1960;33;12
1982;33;1
1993;33;2
2013;33;3
2014;33;1
2082;33;4
2091;33;1
2093;33;1
2123;33;2
2183;33;1
2190;33;1
2222;33;1
2260;33;1
2268;33;1
2286;33;1
2306;33;1
2350;33;1
2390;33;1
2402;33;1
2417;33;1
2436;33;1
2452;33;1
2453;33;7
2489;33;1
2528;33;1
2662;33;1
2670;33;1
2700;33;1
2705;33;1
2724;33;1
2822;33;2
2830;33;1
2865;33;1
2888;33;1
2891;33;1
2902;33;1
2970;33;1
2989;33;1
3005;33;1
3051;33;3
3059;33;1
3069;33;1
3081;33;3
3102;33;1
3142;33;1
3171;33;3
3207;33;1
3239;33;1
3333;33;1
3345;33;1
3378;33;4
3433;33;1
3438;33;1
3494;33;1
3560;33;1
3592;33;1
3674;33;1
3698;33;3
3767;33;1
3873;33;1
3884;33;1
4040;33;1
4083;33;1
4135;33;1
4151;33;1
4161;33;1
4217;33;2
4228;33;1
4231;33;1
4236;33;1
4344;33;1
4347;33;1
4363;33;1
4390;33;1
4405;33;1
4436;33;2
4444;33;1
4554;33;1
4595;33;1
4605;33;1
4658;33;3
4709;33;1
4710;33;1
4741;33;3
4746;33;1
4769;33;1
4785;33;2
4825;33;2
4857;33;1
4877;33;1
4906;33;1
4942;33;1
5038;33;1
5048;33;1
5110;33;1
5119;33;2
5191;33;1
5200;33;1
5223;33;1
5228;33;2
5288;33;1
5308;33;1
5316;33;1
5354;33;1
5355;33;1
5378;33;1
5399;33;1
5419;33;1
5446;33;1
5454;33;1
5462;33;1
5466;33;1
5468;33;1
5489;33;3
5517;33;1
5594;33;1
5600;33;1
5601;33;1
5607;33;1
5622;33;1
5649;33;1
5729;33;2
5806;33;1
5823;33;1
5946;33;1
5960;33;1
5961;33;1
5991;33;1
6057;33;1
6059;33;1
6071;33;1
6103;33;1
6202;33;1
6266;33;1
6267;33;1
6321;33;1
6346;33;1
6379;33;1
6393;33;1
6399;33;1
6400;33;1
6414;33;1
6429;33;1
6430;33;1
6482;33;1
6492;33;1
6526;33;1
6547;33;1
6551;33;1
6634;33;1
6713;33;1
6720;33;1
6758;33;2
6761;33;2
6767;33;1
6769;33;1
6784;33;1
6790;33;1
6798;33;1
6830;33;1
6851;33;3
6853;33;1
6875;33;1
6889;33;1
6911;33;1
6940;33;2
6963;33;1
7047;33;10
7048;33;5
7050;33;1
7051;33;3
7058;33;4
7061;33;3
7065;33;1
7069;33;9
7111;33;1
7144;33;1
7159;33;1
7202;33;1
7207;33;1
7219;33;1
7306;33;1
7312;33;1
7392;33;1
7409;33;1
7421;33;1
7481;33;1
7538;33;1
7581;33;1
7664;33;1
7689;33;1
7698;33;1
7722;33;1
7743;33;1
7759;33;1
7766;33;3
34;34;2
89;34;2
145;34;1
166;34;1
252;34;10
459;34;1
485;34;3
486;34;1
547;34;2
653;34;2
671;34;2
753;34;1
783;34;2
933;34;2
1091;34;2
1294;34;1
1304;34;1
1305;34;1
1633;34;2
1674;34;3
1700;34;6
1744;34;2
1800;34;1
1820;34;2
1960;34;3
2014;34;2
2082;34;2
2091;34;1
2093;34;1
2268;34;2
2350;34;1
2453;34;10
2528;34;3
2700;34;1
2705;34;2
2830;34;3
3049;34;2
3102;34;2
3378;34;4
3674;34;1
3698;34;2
3767;34;1
3884;34;2
4135;34;1
4344;34;1
4346;34;2
4365;34;2
4405;34;1
4584;34;1
4710;34;1
5243;34;1
5316;34;2
5466;34;2
5729;34;1
5961;34;2
6098;34;1
6401;34;1
6784;34;2
7047;34;10
7048;34;5
7050;34;1
7051;34;1
7054;34;2
7059;34;1
7065;34;1
7069;34;2
7111;34;1
7418;34;1
37;35;1
543;35;7
667;35;1
680;35;1
783;35;1
1058;35;1
1091;35;4
1116;35;1
1304;35;1
1579;35;1
1673;35;1
1700;35;6
1894;35;1
1973;35;1
2082;35;4
2091;35;1
2452;35;1
2528;35;1
2705;35;1
2713;35;1
2766;35;1
2830;35;1
3051;35;4
3186;35;1
3198;35;1
3345;35;1
3378;35;2
3586;35;1
3592;35;2
3594;35;1
4064;35;1
4228;35;1
4344;35;1
4412;35;1
4844;35;1
4877;35;1
5048;35;1
5223;35;1
5226;35;1
5228;35;1
5231;35;1
5399;35;1
5517;35;1
5594;35;1
5607;35;1
5859;35;1
6023;35;1
6098;35;1
6267;35;1
6321;35;1
6401;35;2
6429;35;1
6430;35;1
6482;35;1
6713;35;1
6767;35;1
6844;35;1
6940;35;1
6963;35;1
7047;35;5
7048;35;2
7050;35;1
7051;35;1
7054;35;1
7060;35;1
7069;35;3
7143;35;1
7159;35;1
7418;35;1
2970;36;1
3345;36;1
4412;36;1
5228;36;1
5729;36;1
5870;36;1
6442;36;1
6602;36;1
252;37;11
640;37;1
783;37;1
1091;37;2
1580;37;1
1700;37;1
2436;37;1
2452;37;1
2619;37;1
2700;37;1
2865;37;1
3051;37;3
3069;37;2
3767;37;1
3819;37;1
4344;37;1
5231;37;1
6435;37;1
6832;37;1
6968;37;1
7058;37;2
145;38;1
248;38;1
1700;38;1
3378;38;1
3697;38;1
3767;38;2
4344;38;1
7047;38;1
77;39;1
394;39;1
486;39;2
924;39;1
1038;39;1
1378;39;1
1579;39;1
1637;39;1
1699;39;1
1700;39;2
1902;39;1
2005;39;1
2082;39;2
2089;39;1
2092;39;1
2221;39;2
2436;39;1
2680;39;1
2700;39;1
3045;39;1
3051;39;4
3239;39;1
3340;39;2
3593;39;1
4064;39;1
4228;39;1
4343;39;1
4344;39;1
4346;39;1
4379;39;1
4399;39;1
4537;39;1
4877;39;1
5034;39;1
5341;39;2
5446;39;1
5472;39;1
5806;39;1
5859;39;1
6222;39;1
6580;39;1
