1000805531;135033;1
1002807191;108298;1
1002807191;151321;1
1004211518;106444;1
1004211518;106445;1
1004795408;235310;1
1004860522;106337;1
1004897630;153047;1
1004991924;235711;1
1004997264;108223;1
1005062168;107071;1
1005062168;109001;1
1005062168;109002;1
1005339932;241164;1
1005372693;106742;1
1005372693;109001;1
1005372693;109002;1
1007206689;154398;1
1007321104;154383;1
1007321104;154398;1
1007670459;154241;1
1007805614;106653;1
1007805614;104108;1
1007805614;154204;1
1017186024;110038;1
1018480435;128151;1
1020762955;206233;1
1023870197;154791;2
1023870197;108053;1
1023870197;128155;1
1023870197;107415;1
1023870197;204354;1
1023870197;204317;1
1023870197;238960;1
1023870197;235605;1
1023870197;238303;1
1023870197;204724;1
1023870197;238307;1
1023870197;238309;1
1023870197;245003;1
1023870197;234220;1
1024533982;110040;1
10258580;106519;1
10258580;110216;1
10258580;106527;1
10258580;106779;1
10258580;106783;1
10258580;110217;1
10258580;106528;1
10258580;106781;1
10258580;110215;1
1032393153;109008;1
1032469347;238038;1
1032469347;238037;1
1045017284;138003;1
1045019369;240411;1
1045019369;240402;1
1045019369;240988;1
1045019369;240401;1
1049025177;106399;1
1049027485;153455;1
1049027485;154215;1
1049605748;173168;1
1049605748;241201;1
1049605748;241213;1
1049605748;173115;1
1049605748;173017;1
1049605748;241401;1
1049605748;214657;1
1049605748;227006;1
1049605748;315315;1
1050953429;154078;1
1050953429;154488;1
1050953429;235305;1
1050953429;138003;1
1050953429;235711;1
1050953429;154389;1
1050953429;154626;1
1054680024;234006;1
1054680024;234003;1
1054680024;234034;1
1054680024;234007;1
1054680024;234035;1
1054680024;234210;1
1056076042;106737;1
1057514392;238613;2
1057514392;109001;1
1057514392;109008;1
1057514392;109002;1
1057514392;238614;2
1062907455;107032;1
1064840356;153261;1
1064840356;153262;1
1064840356;153046;1
1064840356;153310;1
1065595487;235712;1
1065897627;135118;1
1066082310;135014;1
1082895412;138015;1
1082895412;138214;1
1083452679;108223;1
1088036960;151273;1
1088036960;151272;1
1088036960;151171;1
1088036960;151274;1
1088036960;151205;1
1088036960;151251;1
1088036960;151620;1
1088036960;151173;1
1088036960;151618;1
1088036960;151252;1
1088036960;151619;1
1088036960;234003;1
1088271153;138003;1
1090174881;110038;1
1090176325;245301;1
1090176325;110031;1
1090176325;107325;1
1090176325;108303;1
1090176325;154822;1
1090176325;245302;1
1090364853;108053;1
1090364909;110214;1
1090365365;108223;1
1090366212;154822;2
1090366212;154215;1
1090366212;154405;1
1090366212;154383;1
1090366212;154389;2
1090366212;106399;1
1090366212;154284;1
1090366212;106400;1
1090366212;154462;1
1090366245;110046;1
1090367251;240206;1
1090368946;238428;1
1090370444;104099;1
1090370444;104136;1
1090371510;154626;1
1090372347;110037;2
1090372347;108223;2
1090372347;110039;2
1090372347;110214;2
1090372347;238416;2
1090375169;238660;1
1090378656;106020;1
1090378656;235305;1
1090378656;235917;1
1090378656;235711;1
1090381168;108158;2
1090384232;138003;1
1090388152;110040;1
1090388152;106744;1
1090388152;106747;1
1090388152;110046;1
1090388152;110760;1
1090392318;106035;1
1090392973;104032;1
1090392973;154292;1
1090392973;106384;1
1090393171;104108;1
1090393171;110039;1
1090393562;138003;2
1090393562;110215;1
1090394558;106564;1
1090395325;240206;1
1090396478;107201;1
1090396478;235310;1
1090399068;238500;1
1090399362;151621;1
1090399362;245004;1
1090399362;128151;1
1090399362;151331;1
1090399362;151623;1
1090399362;245001;1
1090399475;240207;1
1090399679;240202;1
1090399679;240998;1
1090399679;106030;1
1090402215;238418;1
1090404704;138003;1
1090405570;135033;1
1090405570;135014;1
1090407081;104136;1
1090407081;104133;1
1090407081;240202;1
1090407081;104134;1
1090407081;238636;1
1090407081;240214;1
1090408986;108158;1
1090409422;106304;1
1090409422;104099;1
1090409422;106683;1
1090409422;104077;1
1090409422;235305;1
1090409422;106553;1
1090410211;107201;1
1090410211;106557;1
1090410633;135033;1
1090410633;135954;1
1090410633;138052;1
1090412777;138003;1
1090416750;235305;1
1090417219;110046;2
1090417219;235711;2
1090417219;104077;2
1090417219;108223;1
1090417219;104108;2
1090417219;235917;1
1090418087;235251;1
1090418087;235252;1
1090418577;104161;1
1090418715;206005;1
1090418746;128151;1
1090421079;138003;1
1090423031;154822;1
1090423031;206234;1
1090423873;233470;1
1090425395;104073;1
1090429023;138005;1
1090432960;106596;1
1090438234;240215;1
1090439066;240263;1
1090439066;172302;1
1090439066;108053;1
1090444494;153466;1
1090446420;151019;1
1090446420;238037;1
1090446420;151304;1
1090446420;238038;1
1090446420;151320;1
1090446420;163012;1
1090450498;106526;1
1090450498;110215;1
1090450969;138001;1
1090454284;128151;2
1090466976;106175;1
1090466976;108223;1
1090471337;110046;1
1090471337;238613;1
1090478888;154237;1
1090478888;154334;1
1090478888;154343;1
1090478888;154225;1
1090478888;154041;1
1090478888;154314;1
1090478888;154338;1
1090480483;110040;1
1090484003;238632;1
1090484663;108053;1
1090485852;106740;1
1090485852;138007;1
1090488346;135033;1
1090488346;110046;1
1090488346;110217;1
1090488346;240206;1
1090488346;240215;1
1090488346;104216;1
1090488346;240995;1
1090493777;154215;1
1090494270;106552;1
1090494270;101481;1
1090494270;110367;1
1090494270;106553;1
1090494270;101483;1
1090494270;138001;1
1090494270;110038;1
1090494270;110256;1
1090494270;110217;1
1090499996;235310;1
1090500300;108053;1
1090502153;135032;1
1090504150;151621;3
1090504150;245251;1
1090504150;128152;1
1090504150;204551;1
1090504150;151633;1
1090504150;138001;1
1090528744;138003;1
1090988254;106600;1
1090988254;106580;1
1091162654;235305;1
1091593019;108223;1
1091657090;138003;1
1091657090;104077;1
1091657090;108223;1
1091662974;101054;1
1091662974;235711;1
1091667456;153215;1
1091672535;172554;1
1091802734;240207;1
1091804984;108223;1
10922344009;108158;1
1092335437;238038;1
1092335437;106384;1
1092335437;106398;1
1092337085;106020;1
1092337224;108158;1
