User-ID;PRODUCT-ID;PURCHASE
﻿1000805531;106030;1
1000805531;135033;1
1002015589;128205;1
1002015589;151304;1
1002015589;135007;1
1002015589;107202;1
1002015589;151320;1
1002015589;104048;1
1002015589;110217;1
1002015589;106683;1
1002015589;153455;1
1002015589;110962;1
1002015589;153261;1
1002015589;110216;1
1002015589;240201;1
1002015589;153046;1
1002015589;128153;1
1002015589;135962;1
1002015589;154078;1
1002015589;154215;1
1002015589;135008;1
1002015589;154389;1
1002015589;135963;1
1002015589;206101;1
1002015589;206001;1
1002015589;240206;1
1002015589;240995;1
1002064267;240202;1
1002064267;240998;1
1002064267;240221;1
1002256505;110046;1
1002256505;106653;1
1002256505;154413;1
1002256505;106071;2
1002256505;110968;1
1002256505;106444;1
1002256505;206234;1
1002256505;154078;1
1002256505;240214;1
1002256505;110040;1
1002256505;109036;2
1002256505;110074;1
1002295892;107514;1
1002295892;110245;1
1002295892;101093;1
1002295892;107201;1
1002295892;104168;1
1002295892;107062;1
1002295892;104178;1
1002295892;110244;1
1002295892;238535;1
1002295892;138007;1
1002295892;104166;1
1002295892;107202;1
1002295892;110278;1
1002295892;110280;1
1002295892;104169;1
1002295892;235711;1
1002295892;138004;1
1002295892;138002;1
1002295892;107008;1
1002295892;107510;1
1002295892;110246;1
1002295892;213301;1
1002295892;110275;1
1002295892;240214;1
1002295892;138006;1
1002295892;143522;1
1002807191;101050;1
1002807191;154413;1
1002807191;108223;2
1002807191;104077;1
1002807191;154060;1
1002807191;108298;1
1002807191;104032;1
1002807191;101051;1
1002807191;106788;1
1002807191;238546;1
1002807191;109001;1
1002807191;104226;1
1002807191;154082;1
1002807191;152515;2
1002807191;154078;1
1002807191;106574;1
1002807191;151321;1
1002807191;152603;2
1002807191;109002;1
1002807191;154471;1
1002807191;154389;1
1002807191;154234;1
1002807191;154316;1
1002807191;235307;1
1002807191;154215;1
1002807191;154283;1
1002807191;110368;1
1002807191;238272;1
1002807191;154462;1
1002807191;154383;1
1002807191;204570;1
1002807191;235308;2
1002807191;238156;1
1002807191;154398;1
1002807191;151304;1
1002807191;238384;1
1002807191;235302;1
1002807191;154412;1
1002807191;238273;1
1002807191;238037;1
1002807191;154376;1
1002807191;238038;1
1002807191;238392;1
1002807191;238535;1
1002807191;235313;1
1002807191;240372;1
1002807191;238547;1
1002807191;238265;1
1002807191;238416;1
1004211518;106444;2
1004211518;106445;2
1004795408;235310;1
1004823309;106747;1
1004823309;106071;1
1004823309;110019;1
1004823309;109001;1
1004823309;154405;1
1004823309;110760;3
1004823309;110046;1
1004823309;206001;1
1004823309;154822;1
1004823309;106742;1
1004823309;110034;1
1004823309;109002;1
1004823309;154413;1
1004823309;154317;1
1004823309;110216;1
1004823309;110040;2
1004823309;110217;1
1004823309;154383;1
1004823309;235721;1
1004823309;110215;2
1004823309;206003;1
1004823625;235917;1
1004823625;235711;1
1004825248;110046;1
1004825248;106020;1
1004860522;104168;1
1004860522;104058;1
1004860522;104081;1
1004860522;101563;1
1004860522;104092;1
1004860522;104098;1
1004860522;101578;1
1004860522;104077;1
1004860522;106649;1
1004860522;104182;1
1004860522;104171;1
1004860522;104048;1
1004860522;104096;1
1004860522;104170;1
1004860522;104178;1
1004860522;104079;1
1004860522;110245;1
1004860522;110244;1
1004860522;106730;1
1004860522;104166;1
1004860522;104175;1
1004860522;104177;1
1004860522;104285;1
1004860522;104083;1
1004860522;143510;1
1004860522;110290;1
1004860522;107415;1
1004860522;104184;1
1004860522;104183;1
1004860522;104263;1
1004860522;135008;1
1004860522;104084;1
1004860522;106451;1
1004860522;151033;1
1004860522;110005;1
1004860522;106337;1
1004860522;106452;1
1004860522;106304;1
1004860522;204354;1
1004860522;104099;1
1004860522;110301;1
1004860522;151173;1
1004860522;151271;1
1004860522;110178;1
1004860522;110370;1
1004860522;110016;1
1004860522;206233;1
1004860522;104169;1
1004860522;135963;1
1004860522;226225;1
1004860522;235308;1
1004860522;110217;1
1004860522;151021;1
1004860522;110246;1
1004860522;315311;1
1004860522;106263;1
1004860522;151251;1
1004860522;235305;1
1004860522;204165;1
1004860522;128153;1
1004860522;235237;1
1004860522;110256;1
1004860522;245201;1
1004860522;107062;1
1004860522;128155;1
1004860522;151304;1
1004860522;204111;1
1004860522;107071;1
1004860522;151320;1
1004860522;108353;1
1004860522;153209;1
1004860522;110300;1
1004860522;226222;1
1004860522;153490;1
1004860522;233468;1
1004860522;245202;1
1004860522;245252;1
1004860522;245302;1
1004877904;110040;1
1004877904;106730;1
1004877904;110760;1
1004877904;108223;1
1004877904;104133;1
1004877904;104023;1
1004877904;106740;1
1004877904;110215;1
1004877904;110046;1
1004897630;101099;1
1004897630;106398;1
1004897630;106553;1
1004897630;153047;1
1004897630;106030;1
1004897630;106384;1
1004897630;238534;1
1004897630;153741;1
1004897630;106020;1
1004897630;106568;1
1004897630;153451;1
1004897630;163012;1
1004897630;153046;1
1004897630;106587;1
1004897630;163157;1
1004897630;153366;1
1004897630;106683;1
1004897630;204724;1
1004897630;204317;1
1004922414;204724;1
1004922414;206262;2
1004922414;204317;1
1004922414;110039;1
1004922414;235305;1
1004991924;154822;1
1004991924;135963;1
1004991924;135008;1
1004991924;154383;1
1004991924;106071;2
1004991924;106782;1
1004991924;106445;2
1004991924;106653;1
1004991924;235313;1
1004991924;135007;1
1004991924;154413;1
1004991924;108223;1
1004991924;154405;1
1004991924;238633;1
1004991924;238954;1
1004997264;108223;2
1004997264;235281;2
1004997264;235280;1
1004997264;235446;1
1004997633;104087;1
1004997633;104177;1
1004997633;104082;1
1004997633;104034;1
1004997633;104081;1
1004997633;104083;1
1004997633;104032;1
1004997633;104079;1
1004997633;104096;1
1004997633;238077;1
1004997633;104182;1
1004997633;104201;1
1004997633;238037;1
1004997633;104084;1
1004997633;110962;1
1004997633;238081;1
1004997633;104108;1
1004997633;104099;1
1004997633;107201;1
1004997633;104200;1
1004997633;238535;1
1004997633;110005;1
1004997633;204317;1
1004997633;204724;1
1004997633;104183;1
1004997633;238273;1
1004997633;238038;1
1004997633;110216;1
1004997633;238537;1
1004997633;110217;1
1004997633;315311;1
1004997633;238272;1
1004997633;238384;1
1004997633;238534;1
1004997659;172116;1
1004997659;172461;1
1004997659;106071;1
1004997659;172462;1
1004997659;135008;1
1004997659;172458;1
1004997659;172117;2
1004997659;172301;2
1004997659;172464;1
1004997659;172956;3
1004997659;172016;1
1004997659;172307;1
1004997659;135963;1
1004997659;172463;1
1004997659;172302;2
1004997659;172303;2
1004997659;172304;2
1004997659;172305;1
1004997659;172306;1
1004999460;106782;1
1004999460;106399;1
1004999460;106779;1
1004999460;106730;2
1004999460;108223;2
1005011348;104184;1
1005011348;104183;1
1005011348;106399;1
1005011348;106071;1
1005011348;104182;1
1005011348;154413;1
1005011348;138002;1
1005011348;235609;1
1005011348;233481;1
1005011348;240212;1
1005024487;109036;1
1005024487;106257;1
1005024487;106653;1
1005024487;108053;1
1005024487;101571;1
1005024487;106742;1
1005024487;106747;1
1005024487;109020;1
1005024487;110486;1
1005024487;315311;1
1005044728;110046;1
1005044728;106030;1
1005044728;104164;1
1005044728;154822;2
1005044728;104964;1
1005044728;154078;1
1005044728;106782;1
1005044728;104108;1
1005044728;154414;1
1005044728;235313;1
1005044728;154405;1
1005044728;154082;1
1005044728;238632;1
1005044728;154215;1
1005044728;110040;1
1005044728;110760;1
1005044728;154383;1
1005044728;235917;1
1005059966;106399;1
1005059966;135963;1
1005059966;135014;1
1005059966;135008;1
1005059966;238613;1
1005059966;135007;2
1005059966;154292;1
1005059966;154284;1
1005059966;154405;1
1005059966;154383;1
1005059966;154413;2
1005059966;154822;1
1005059966;154548;1
1005062168;107071;1
1005062168;109001;1
1005062168;107008;1
1005062168;107062;1
1005062168;154841;1
1005062168;110214;1
1005062168;109002;1
1005062168;107202;1
1005062168;235308;1
1005062168;206105;1
1005155436;108053;1
1005155436;106399;2
1005155436;109001;1
1005155436;106730;1
1005155436;106742;1
1005155436;238634;1
1005155436;106653;1
1005155436;235313;1
1005155436;238633;1
1005155436;238952;1
1005155436;109002;1
1005155436;106747;1
1005234506;104136;1
1005234506;108295;1
1005234506;108296;1
1005234506;135033;1
1005234506;106020;1
1005234506;138003;1
1005234506;108053;1
1005234506;154334;1
1005234506;106399;1
1005234506;135960;1
1005234506;154343;1
1005234506;154314;1
1005234506;110046;1
1005234506;154342;1
1005234506;110040;1
1005234506;154841;1
1005234506;138056;1
1005234506;154338;1
1005272207;104263;1
1005272207;172306;1
1005272207;110217;1
1005272207;213072;1
1005272207;104182;1
1005272207;163012;1
1005272207;108295;1
1005272207;172305;1
1005272207;154487;1
1005272207;213401;1
1005272207;154398;1
1005305535;238613;1
1005305535;240215;1
1005305535;238614;1
1005305535;240214;1
1005305535;104165;1
1005305535;315311;1
1005305535;315315;1
1005305535;104183;1
1005326491;135014;1
1005326491;235309;1
1005326491;106071;1
1005326491;104133;1
1005326491;138111;1
1005326491;163012;1
1005326491;108223;1
1005326491;138023;1
1005326491;235313;1
1005333869;234038;1
1005333869;234221;1
1005333869;234006;1
1005333869;107008;1
1005333869;110370;1
1005333869;234306;1
1005333869;238192;4
1005333869;110278;1
1005333869;234314;1
1005333869;110368;1
1005333869;234339;1
1005333869;151304;1
1005333869;234037;1
1005333869;238291;1
1005333869;234305;2
1005333869;234340;2
1005333869;240009;1
1005334740;240302;1
1005334740;235711;1
1005334740;172516;1
1005334740;240994;1
1005334740;238528;1
1005335966;154343;1
1005335966;138006;1
1005335966;138003;1
1005335966;154314;1
1005335966;301639;1
1005335966;138023;1
1005335966;154841;1
1005339932;104099;1
1005339932;104059;1
1005339932;172504;1
1005339932;151304;1
1005339932;204354;1
1005339932;172501;1
1005339932;172505;1
1005339932;239040;1
1005339932;235302;1
1005339932;172507;1
1005339932;204570;1
1005339932;224305;1
1005339932;235719;1
1005339932;235312;1
1005339932;224050;1
1005339932;226018;1
1005339932;241164;1
1005339932;235608;1
1005339932;235607;1
1005339932;241214;1
1005372693;110040;3
1005372693;109001;1
1005372693;106742;1
